full_path,file_name,make,model,index,scaleFactor,numSamples,Fs,duration,rawData,croppedData,transient_start,Mean,StandardDeviation,Skewness,Entropy,RootMeanSquare,Root,Kurtosis,Variance,Peak,Peak2Peak,ShapeFactor,CrestFactor,ImpulseFactor,ClearanceFactor
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0011.mat,DJI_Inspire1Pro_0011.mat,DJI,Inspire1Pro,0011,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 303.6249312   99.6249312 -200.3750688 ...  395.6249312 3383.6249312
 4435.6249312]",407300,5.8219954820988615,6244.617840475381,0.005792172160169519,0.03614911668881798,6244.620554462442,4017.2972711711873,-0.07926427323951168,38995251.97358341,20459.6249312,40464.0,1.278987841116746,3.2763599890115715,4.190424589067196,5.092882988277161
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0012.mat,DJI_Inspire1Pro_0012.mat,DJI,Inspire1Pro,0012,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-3965.3721184   118.6278816  4142.6278816 ... -2009.3721184  3106.6278816
  6610.6278816]",0,-2.249598400000083,4987.660185356341,0.003853612136323241,0.03731094893988261,4987.660692677662,3285.1541887440267,0.7108047927382954,24876754.12458885,18978.6278816,38076.0,1.2862436261487855,3.805116075650925,4.894306299062282,5.777088925270771
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0013.mat,DJI_Inspire1Pro_0013.mat,DJI,Inspire1Pro,0013,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -55.449184 -167.449184 -195.449184 ... -247.449184 2788.550816
 4220.550816]",409100,6.988588888813344,6166.69819429525,0.004366622617073064,0.03668405517641659,6166.702154304111,3976.3768688794967,-0.08321832623048486,38028166.61952429,19924.550816,39828.0,1.2776083545588148,3.2309896468882418,4.127939366357452,5.01072998687233
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0014.mat,DJI_Inspire1Pro_0014.mat,DJI,Inspire1Pro,0014,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -96.0060776   -8.0060776 -184.0060776 ... 1783.9939224 3179.9939224
 2811.9939224]",419700,-2.0924467194207996,6014.09935888326,0.005749544121970752,0.03758304543723881,6014.09972288898,3948.8896219330195,-0.13095015587652492,36169391.09852004,19359.9939224,38796.0,1.2677154737733896,3.219100915257202,4.080904041909636,4.902642457988759
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0015.mat,DJI_Inspire1Pro_0015.mat,DJI,Inspire1Pro,0015,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -86.5446824 -194.5446824 -158.5446824 ... 2157.4553176 3285.4553176
 2749.4553176]",419500,6.887186678380813,5790.319377699558,0.004505951184369776,0.039434360302792626,5790.323473615558,3802.6376940248615,-0.1211204459387667,33527798.495762996,18441.4553176,36836.0,1.2681316608286302,3.1848748004547835,4.038840570231977,4.849648270877165
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0016.mat,DJI_Inspire1Pro_0016.mat,DJI,Inspire1Pro,0016,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -14.3473216 -198.3473216 -134.3473216 ...  741.6526784 3409.6526784
 4217.6526784]",408000,8.362002724324158,6080.700698341018,0.00877339977392076,0.037136696035554535,6080.706447929756,3909.5562907418716,-0.07499727336437889,36974920.98280495,19777.6526784,39284.0,1.2792000669934183,3.2525254833068815,4.160630816143963,5.058797266900849
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0017.mat,DJI_Inspire1Pro_0017.mat,DJI,Inspire1Pro,0017,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-185.593584  178.406416  250.406416 ...  282.406416 3886.406416
 5358.406416]",409200,11.511223041299704,6646.897227656501,0.0031090881065091785,0.034895470287761285,6646.907195326528,4282.927360675057,-0.10308793458960164,44181242.755027674,21174.406416,42172.0,1.2773883110062174,3.1856028365926075,4.069251826971646,4.943909768449256
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0018.mat,DJI_Inspire1Pro_0018.mat,DJI,Inspire1Pro,0018,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-3.36837640e+01  2.31623600e+00  2.02316236e+02 ...  1.18631624e+03
  3.39031624e+03  3.54231624e+03]",406100,0.8081706691360878,6055.584112479793,0.0055813915487002395,0.03725763387423089,6055.584166408515,3885.5441129384653,-0.06812410542573977,36670098.943317674,19582.316236,39136.0,1.2805762452207616,3.233761714456362,4.141078434237181,5.0397873931717525
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0019.mat,DJI_Inspire1Pro_0019.mat,DJI,Inspire1Pro,0019,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 122.5847352  170.5847352  214.5847352 ... 2630.5847352 4814.5847352
 4314.5847352]",419800,-0.4985464270252506,6616.00059120667,0.0025613820494282337,0.034620726819556844,6616.000609990567,4343.755966027323,-0.14671692019468674,43771463.82284701,21130.5847352,42512.0,1.267364359641117,3.193860759820898,4.047785296653305,4.864588365567285
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0020.mat,DJI_Inspire1Pro_0020.mat,DJI,Inspire1Pro,0020,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-131.2576432 -215.2576432 -407.2576432 ... 1336.7423568 3680.7423568
 3724.7423568]",420600,10.99882901263341,6087.031013338882,0.006366009662955892,0.03767444612381818,6087.040950378848,3999.2178870002804,-0.13493914426656461,37051946.55734938,19460.7423568,38748.0,1.267331337996502,3.1970776138098422,4.051756649988292,4.86613705646257
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0021.mat,DJI_Inspire1Pro_0021.mat,DJI,Inspire1Pro,0021,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-184.6397088 -168.6397088 -164.6397088 ... 1339.3602912 4351.3602912
 4875.3602912]",410500,2.758221649533354,6420.129406075922,0.00047982423515169787,0.035818237429306246,6420.129998570702,4147.053834809393,-0.09886325919707417,41218061.59076077,20495.3602912,40952.0,1.2763026803877247,3.192359079296343,4.074416449666011,4.942149561495144
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0022.mat,DJI_Inspire1Pro_0022.mat,DJI,Inspire1Pro,0022,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-160.072116 -132.072116 -400.072116 ...  399.927884 2995.927884
 3875.927884]",420300,-7.947913826461982,6155.987156528418,0.0050219198311914496,0.03686584916720033,6155.992287249638,4043.712682167395,-0.13360108137965598,37896177.87134284,19947.927884,39644.0,1.2674016773417616,3.240408199554827,4.106898787387785,4.9330725132795745
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0023.mat,DJI_Inspire1Pro_0023.mat,DJI,Inspire1Pro,0023,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 193.2580808  -34.7419192 -290.7419192 ...  609.2580808 3741.2580808
 4613.2580808]",407700,0.164445817727628,6299.048797322509,0.0032669174422434956,0.03601289498848044,6299.0487994690575,4055.873442252996,-0.0873741353579165,39678015.751050144,20313.2580808,40652.0,1.2782170014042127,3.2248135754262117,4.1220115384688905,5.008355997793706
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0024.mat,DJI_Inspire1Pro_0024.mat,DJI,Inspire1Pro,0024,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-306.006456  -46.006456 -226.006456 ...  621.993544 2685.993544
 3393.993544]",405300,9.658921501261293,6050.084190936582,0.005666489280662316,0.03732647317945337,6050.091901135496,3876.2569788776227,-0.05579962752429246,36603518.71742076,19629.993544,39060.0,1.281604776008937,3.2445777460530465,4.158266335473897,5.064162064323171
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0025.mat,DJI_Inspire1Pro_0025.mat,DJI,Inspire1Pro,0025,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 369.070428  421.070428  253.070428 ... 2797.070428 4601.070428
 3849.070428]",407500,0.15437736708824348,6432.091625300476,0.002636137415231113,0.03549231778976774,6432.0916271530905,4135.852442914658,-0.08496240772327335,41371802.67626052,20693.070428,41332.0,1.2788943281178191,3.217160393151763,4.114408179447082,5.003338662009174
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0026.mat,DJI_Inspire1Pro_0026.mat,DJI,Inspire1Pro,0026,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -54.9685568  145.0314432  -22.9685568 ... 2165.0314432 4473.0314432
 3937.0314432]",420900,0.5942820879292937,6312.626398884058,0.004155337744020875,0.03643203043306238,6312.626426857455,4153.100845217863,-0.14724853544906535,39849252.051887915,20245.0314432,40216.0,1.2663748292824637,3.207069462730485,4.06135204336232,4.874678510759348
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0027.mat,DJI_Inspire1Pro_0027.mat,DJI,Inspire1Pro,0027,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[  24.2315864  -79.7684136  400.2315864 ... 1464.2315864 3348.2315864
 3260.2315864]",418500,12.232893364746332,5943.824536559642,0.006369793894792184,0.038007289632658724,5943.837124710645,3895.5117940816526,-0.1146218705014257,35329050.12140844,19092.2315864,38320.0,1.269132015728589,3.21210544397773,4.076585856848231,4.9010842722659245
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0028.mat,DJI_Inspire1Pro_0028.mat,DJI,Inspire1Pro,0028,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-204.094924 -280.094924   15.905076 ... 3351.905076 4255.905076
 2779.905076]",407900,-0.7946031082590058,6171.407731529372,0.005212446554147672,0.03659992239566185,6171.407782684159,3971.116929718082,-0.07761617235390661,38086273.388780504,20067.905076,39920.0,1.2787623430176784,3.2517548317430696,4.158221627558825,5.053466173665318
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0029.mat,DJI_Inspire1Pro_0029.mat,DJI,Inspire1Pro,0029,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 218.0565896   10.0565896 -129.9434104 ...  834.0565896 2690.0565896
 2926.0565896]",404900,5.775561201411559,5725.479460839596,0.008705561721067673,0.039096625094645704,5725.482373879363,3667.461818268661,-0.05143884748675731,32781115.056496073,18582.0565896,37088.0,1.2818022406202036,3.2455006191922875,4.160089965614932,5.066734845619262
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0030.mat,DJI_Inspire1Pro_0030.mat,DJI,Inspire1Pro,0030,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-361.8158616 -309.8158616  -17.8158616 ... 2610.1841384 4174.1841384
 3694.1841384]",407900,4.887938433778016,6064.289283164278,0.004573239699966978,0.037474993176334764,6064.291253052021,3903.043249833248,-0.07603919504689216,36775604.50990111,19658.1841384,38920.0,1.2787282609730213,3.241629288254663,4.145162982489098,5.036629850115001
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0031.mat,DJI_Inspire1Pro_0031.mat,DJI,Inspire1Pro,0031,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-380.3914192 -168.3914192  151.6085808 ...  591.6085808 4295.6085808
 5471.6085808]",422600,-0.2487797819191181,6721.797444752324,0.0033528485570739307,0.03470776751459257,6721.797449356106,4431.049454156145,-0.16517806797649603,45182560.88827887,21283.6085808,42472.0,1.2647688215736765,3.16635672841329,4.004709268077159,4.803288431104472
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0032.mat,DJI_Inspire1Pro_0032.mat,DJI,Inspire1Pro,0032,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-212.5997856  -96.5997856  255.4002144 ... 2707.4002144 3503.4002144
 2515.4002144]",420500,-1.7646518640203133,6130.417433081421,0.006814743699116805,0.03707646688693524,6130.417687060549,4034.1480787397663,-0.13844559103217646,37582017.903828606,19599.4002144,39404.0,1.2665616068535024,3.1970741986746494,4.049291434303237,4.858374018963302
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0033.mat,DJI_Inspire1Pro_0033.mat,DJI,Inspire1Pro,0033,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 1000.9761928  2768.9761928 -2035.0238072 ... -5075.0238072  1120.9761928
  9196.9761928]",0,-2.0899671999999105,5468.83384090821,0.0020736303760889633,0.0300948063228754,5468.834240258681,3281.01647794456,1.3262825591722605,29908143.579462845,23692.9761928,47516.0,1.3601381468122582,4.332363196965227,5.892612450037915,7.221230479050446
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0034.mat,DJI_Inspire1Pro_0034.mat,DJI,Inspire1Pro,0034,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-187.904032  -23.904032  -27.904032 ...  656.095968 3020.095968
 3936.095968]",407900,5.379534965039503,6020.450624778813,0.0057056276479265965,0.037417115807279314,6020.453028202782,3870.547041326832,-0.07199831662937362,36245825.725399606,19476.095968,38952.0,1.2793792020540327,3.234988443023196,4.138776932889034,5.031871660529813
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0035.mat,DJI_Inspire1Pro_0035.mat,DJI,Inspire1Pro,0035,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -65.6090704  -57.6090704 -109.6090704 ... 1822.3909296 2802.3909296
 2406.3909296]",418300,0.5939208325942362,5784.109416197412,0.00470304954651431,0.03899304065607752,5784.109446689744,3792.6512888810075,-0.11423851126107021,33455921.738543566,18578.3909296,37248.0,1.268979791596107,3.2119708488974816,4.075926098446696,4.898523358597887
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0036.mat,DJI_Inspire1Pro_0036.mat,DJI,Inspire1Pro,0036,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-269.3006008 -249.3006008 -129.3006008 ... 2314.6993992 3946.6993992
 3410.6993992]",406400,3.231811598921842,6039.377993921581,0.005767568221419095,0.036899175163402936,6039.378858630287,3874.373934114238,-0.0634890199996545,36474086.55346426,19718.6993992,39508.0,1.2808305675878489,3.2650210991519315,4.181938827613071,5.089518909255232
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0037.mat,DJI_Inspire1Pro_0037.mat,DJI,Inspire1Pro,0037,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 334.2818392  406.2818392  402.2818392 ... 1530.2818392 3342.2818392
 3538.2818392]",407400,-1.0493791597703177,6080.514879335512,0.005416649666268561,0.037262398219550116,6080.514969886775,3909.771448771084,-0.07201123758553152,36972661.19782055,19450.2818392,39152.0,1.2793451532057483,3.198788578849956,4.0923546644815945,4.974787425314489
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0038.mat,DJI_Inspire1Pro_0038.mat,DJI,Inspire1Pro,0038,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-301.7015288  202.2984712  110.2984712 ... 2546.2984712 4854.2984712
 4206.2984712]",406000,2.7898516713804047,6550.560359562313,0.00293600861016524,0.03485638329126753,6550.560953654388,4204.484093807981,-0.0876716283197787,42909841.02426914,21054.2984712,42152.0,1.2797693921203774,3.2141214500804476,4.11333425437052,5.007581905757961
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0039.mat,DJI_Inspire1Pro_0039.mat,DJI,Inspire1Pro,0039,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],[  18.66666 -161.33334 -225.33334 ... 2382.66666 4330.66666 3790.66666],406100,-0.6091103317056027,6061.490313142732,0.0055157197179907394,0.037148042102577626,6061.4903437470375,3887.3078926717135,-0.06573067176936132,36741664.816323176,19710.66666,39256.0,1.280812073001654,3.251785541543144,4.1649261804206805,5.070518519296661
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0040.mat,DJI_Inspire1Pro_0040.mat,DJI,Inspire1Pro,0040,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -53.5758528 -109.5758528   22.4241472 ...  442.4241472 3546.4241472
 4726.4241472]",408100,12.330279992701348,6556.097580251425,0.00215765337645464,0.03511447836210744,6556.109175233682,4218.42449088181,-0.09285005019991033,42982415.481778584,20870.4241472,41852.0,1.2783474816941909,3.18335518664637,4.069434086187528,4.947445235137371
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0041.mat,DJI_Inspire1Pro_0041.mat,DJI,Inspire1Pro,0041,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-346.5029416 -362.5029416 -106.5029416 ... 1285.4970584 3197.4970584
 3293.4970584]",418900,0.9434875860267122,6079.201016324484,0.005795166725257484,0.03716429514042185,6079.201089538778,3988.377459690147,-0.12728840596822621,36956684.996880636,19749.4970584,39276.0,1.2682177042207896,3.248699420781682,4.120058121127154,4.951762278772461
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0042.mat,DJI_Inspire1Pro_0042.mat,DJI,Inspire1Pro,0042,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 147.728692  187.728692   39.728692 ... 3019.728692 4375.728692
 3595.728692]",420900,4.337636914522563,6478.16197386762,0.002310439962148473,0.03580648594092093,6478.163426061311,4260.8942847336075,-0.1479849300832523,41966582.55966442,20523.728692,41020.0,1.2663766442455415,3.168140002370752,4.012058504702335,4.816765523973367
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0043.mat,DJI_Inspire1Pro_0043.mat,DJI,Inspire1Pro,0043,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-2688.0612544 -1012.0612544  3503.9387456 ...   595.9387456  3855.9387456
  8639.9387456]",0,-11.465774399999804,5271.877275821543,0.00616285010660644,0.03171299988890916,5271.889744228929,3299.028932463196,1.1443335985404008,27792690.011323567,22591.9387456,45016.0,1.3277351409757985,4.28535873124644,5.6898213791633605,6.848057173215482
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0044.mat,DJI_Inspire1Pro_0044.mat,DJI,Inspire1Pro,0044,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -97.8037768  122.1962232  -45.8037768 ... 1306.1962232 3922.1962232
 4162.1962232]",407000,4.448634667116749,6283.434889481432,0.0038741194691235357,0.03609840305206368,6283.436464284726,4037.2981560570665,-0.08065425216562438,39481554.01035254,20306.1962232,40544.0,1.2793517967437775,3.23170232381932,4.134484174519288,5.029649889180237
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0045.mat,DJI_Inspire1Pro_0045.mat,DJI,Inspire1Pro,0045,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 328.9654296  408.9654296  396.9654296 ... 2408.9654296 3704.9654296
 2960.9654296]",406800,1.753426902764813,6056.010256831404,0.005995644155005765,0.03734774972985539,6056.010510670624,3885.09597362489,-0.062363509590292576,36675260.23084717,19516.9654296,39044.0,1.2807407670470374,3.222742991481161,4.127498330905047,5.023547825355314
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0046.mat,DJI_Inspire1Pro_0046.mat,DJI,Inspire1Pro,0046,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 4.72857040e+00 -1.59271430e+02 -1.35271430e+02 ...  1.05672857e+03
  3.85672857e+03  4.74472857e+03]",420100,1.9678185462324633,6307.3122692787865,0.003933276522356656,0.0362768296178687,6307.312576248663,4144.145913571822,-0.1405866663900186,39782188.06219471,20252.7285704,40384.0,1.2671162050224987,3.210991737854462,4.068699665228744,4.887069372744227
