full_path,file_name,make,model,index,scaleFactor,numSamples,Fs,duration,rawData,croppedData,transient_start,Mean,StandardDeviation,Skewness,Entropy,RootMeanSquare,Root,Kurtosis,Variance,Peak,Peak2Peak,ShapeFactor,CrestFactor,ImpulseFactor,ClearanceFactor
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0176.mat,DJI_Inspire1Pro_0176.mat,DJI,Inspire1Pro,0176,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[  81.4443408  301.4443408  233.4443408 ... 2057.4443408 4493.4443408
 4229.4443408]",406700,10.48711848413975,6533.783426270692,0.004967747594559601,-inf,6533.791842495725,4195.457019432789,-0.08745310312926335,42690325.86140958,20917.4443408,41840.0,1.2794343771873466,3.201424968079504,4.096013160146821,4.985736772874381
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0177.mat,DJI_Inspire1Pro_0177.mat,DJI,Inspire1Pro,0177,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],[ -54.46774 -166.46774 -426.46774 ... 2049.53226 3993.53226 3489.53226],420700,5.609111372345886,6077.622813954577,0.005251714572798669,-inf,6077.625402312283,3997.3587172918806,-0.13529867232719983,36937499.068701155,19545.53226,39116.0,1.2667819458751024,3.215981730720643,4.0739475947410755,4.8896117767588425
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0178.mat,DJI_Inspire1Pro_0178.mat,DJI,Inspire1Pro,0178,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -10.4085216 -266.4085216 -130.4085216 ... 1705.5914784 4321.5914784
 4517.5914784]",410200,-3.0425670391321935,6421.169475464902,0.004074262838534347,-inf,6421.17019630039,4144.010554940481,-0.09821728050194967,41231417.4326422,20513.5914784,41224.0,1.2767331974642138,3.1946811642244084,4.078755497678926,4.950178385512011
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0179.mat,DJI_Inspire1Pro_0179.mat,DJI,Inspire1Pro,0179,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-147.6871264 -135.6871264 -351.6871264 ... 1160.3128736 3584.3128736
 4044.3128736]",406700,5.788012652755685,6098.769680139679,0.003850788561692941,-inf,6098.772426684038,3915.03350888368,-0.07004556421092012,37194991.61139104,19620.3128736,39304.0,1.2802249882033492,3.217092145913658,4.1186017545514,5.011531275295386
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0180.mat,DJI_Inspire1Pro_0180.mat,DJI,Inspire1Pro,0180,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-143.1407552 -135.1407552 -271.1407552 ... 1004.8592448 2736.8592448
 2748.8592448]",419000,1.988745660585134,5791.054275529455,0.005751824553881708,-inf,5791.054617013838,3802.332963693524,-0.12021438525578532,33536309.62212798,18716.859244799998,37352.0,1.2681708554354558,3.232029480400819,4.098765590952518,4.922467186203164
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0181.mat,DJI_Inspire1Pro_0181.mat,DJI,Inspire1Pro,0181,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -72.1117736 -132.1117736  -40.1117736 ... 4595.8882264 2743.8882264
 -516.1117736]",420500,-1.7963982764450899,6369.79355934581,0.0037698465751375945,-inf,6369.793812654388,4189.298919323769,-0.14569552712948886,40574269.98868336,20199.8882264,40524.0,1.266635017577092,3.1711996997878344,4.016752587481232,4.821782502371694
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0182.mat,DJI_Inspire1Pro_0182.mat,DJI,Inspire1Pro,0182,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-121.204112   42.795888  -17.204112 ... 2702.795888 4106.795888
 3010.795888]",406400,1.9914405606472863,6065.530979108482,0.0031924334916151468,-inf,6065.531306024247,3890.8623997973873,-0.06146875646172534,36790666.0585247,19570.795888,39368.0,1.2808900952181932,3.226559208187156,4.132867731401984,5.029937807366082
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0183.mat,DJI_Inspire1Pro_0183.mat,DJI,Inspire1Pro,0183,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 5.01916198e+02  1.91619840e+00 -1.02083802e+02 ...  2.53391620e+03
  4.42991620e+03  3.81391620e+03]",420100,-0.916772801931199,6309.200054044474,0.004812229898288045,-inf,6309.200120651363,4146.853689887365,-0.14298395862899493,39806005.321954794,20125.9161984,40176.0,1.266839274691311,3.189931499006279,4.0411305065160805,4.85329787435704
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0184.mat,DJI_Inspire1Pro_0184.mat,DJI,Inspire1Pro,0184,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 205.1530536  -18.8469464 -118.8469464 ... 1305.1530536 3009.1530536
 3061.1530536]",406000,9.284164711110956,5887.849530200701,0.005872807219326176,-inf,5887.856849992109,3773.509034962828,-0.05610951863019897,34666772.09028462,19153.1530536,38108.0,1.2814036970040739,3.2529923096934104,4.168396371966957,5.075687609633263
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0185.mat,DJI_Inspire1Pro_0185.mat,DJI,Inspire1Pro,0185,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-149.2166824   98.7833176  334.7833176 ... -177.2166824 2554.7833176
 3754.7833176]",420500,4.193291715617118,6228.864902034477,0.0028461842480126875,-inf,6228.866313502996,4098.323832428823,-0.14028723827776535,38798757.96779698,19770.7833176,39680.0,1.2665188733147563,3.1740580584850098,4.020004436068058,4.824114473619591
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0186.mat,DJI_Inspire1Pro_0186.mat,DJI,Inspire1Pro,0186,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-142.9819176 -254.9819176  -30.9819176 ... 1001.0180824 2853.0180824
 3049.0180824]",416900,14.637495879677493,5796.691984585475,0.006934261738018289,-inf,5796.710465466007,3792.7097768174417,-0.11121606220127944,33601637.9641575,18561.018082399998,37164.0,1.270138191908894,3.201991576598064,4.0669717916077746,4.893867228083826
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0187.mat,DJI_Inspire1Pro_0187.mat,DJI,Inspire1Pro,0187,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-115.7434776 -139.7434776  -95.7434776 ... 2580.2565224 3908.2565224
 2680.2565224]",420200,1.7834627242494656,6144.659002527802,0.005931645234114534,-inf,6144.659261349262,4038.7976721411546,-0.13288518510242575,37756834.25734596,19648.2565224,39056.0,1.2671649618651073,3.1976153089545893,4.051906081030726,4.864877648595738
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0188.mat,DJI_Inspire1Pro_0188.mat,DJI,Inspire1Pro,0188,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-150.3950064 -198.3950064 -314.3950064 ...  789.6049936 4033.6049936
 4985.6049936]",420900,3.6818024413051544,6714.592654896807,0.0020035627887945635,-inf,6714.593664315316,4418.822908102834,-0.15732166256892421,45085754.52119416,21417.604993599998,42704.0,1.2659267870368238,3.1897097671633925,4.0379390371251285,4.846902770040037
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0189.mat,DJI_Inspire1Pro_0189.mat,DJI,Inspire1Pro,0189,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 1.74129806e+02 -5.78701936e+01 -1.87019360e+00 ...  1.55812981e+03
  3.87412981e+03  4.27412981e+03]",407600,2.7629596748145153,6064.872401937575,0.002926195614466273,-inf,6064.873031295067,3901.5128236797714,-0.0736969488247432,36782677.25178405,19806.1298064,39348.0,1.2791255094064886,3.265712192852071,4.177255772256886,5.076525620059233
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0190.mat,DJI_Inspire1Pro_0190.mat,DJI,Inspire1Pro,0190,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -15.4256544  -91.4256544  -91.4256544 ...  860.5743456 4032.5743456
 4804.5743456]",421800,2.3127752091316505,6612.9116972532975,0.003759243302156246,-inf,6612.912101683996,4354.53799080834,-0.15639917733383646,43730601.11566948,21064.5743456,42180.0,1.265564537506005,3.185370381716679,4.031291793922596,4.83738444585019
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0191.mat,DJI_Inspire1Pro_0191.mat,DJI,Inspire1Pro,0191,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -47.1136792  204.8863208  308.8863208 ... 1576.8863208 3708.8863208
 3808.8863208]",408200,4.884157907131004,6080.77074893558,0.0053075745930136345,-inf,6080.772710446347,3913.8211181614606,-0.07522492360453326,36975772.90111057,19756.8863208,39420.0,1.2787634041477676,3.2490749550396836,4.1547981498378,5.047978873924853
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0192.mat,DJI_Inspire1Pro_0192.mat,DJI,Inspire1Pro,0192,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-373.8485616 -257.8485616  -89.8485616 ... 1830.1514384 3630.1514384
 3270.1514384]",407200,13.852855404048737,6019.76720912103,0.003282959728442583,-inf,6019.783148387625,3871.135224530661,-0.07250032407633178,36237597.252008796,19522.1514384,39144.0,1.279238817657169,3.242999117605911,4.148570356869428,5.043004262597641
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0193.mat,DJI_Inspire1Pro_0193.mat,DJI,Inspire1Pro,0193,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ -22.7462112 -170.7462112 -146.7462112 ... 2413.2537888 4465.2537888
 4169.2537888]",408500,5.293349239560553,6410.242448233126,0.003850915292661736,-inf,6410.244633762114,4132.554163404104,-0.0914969071895273,41091208.24512982,20553.2537888,41088.0,1.2775554561715705,3.2063134814774585,4.096243282457991,4.973498949102628
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0194.mat,DJI_Inspire1Pro_0194.mat,DJI,Inspire1Pro,0194,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-498.5069616 -502.5069616 -214.5069616 ... 2665.4930384 4085.4930384
 3313.4930384]",418800,3.4228388129386795,6156.825652105114,0.005485875779022766,-inf,6156.826603555204,4040.168829240148,-0.1280685423597907,37906502.11041957,19657.4930384,39180.0,1.2681659982882727,3.192796273822127,4.0489956739227155,4.865512771677185
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0195.mat,DJI_Inspire1Pro_0195.mat,DJI,Inspire1Pro,0195,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[  42.1004232   42.1004232  146.1004232 ...  426.1004232 3278.1004232
 4442.1004232]",420200,1.8114959837182927,6365.038947346664,0.005080790548301212,-inf,6365.0392051233775,4186.459097520964,-0.14633547086131715,40513720.80123993,20478.1004232,40604.0,1.2663839905753145,3.217277971629251,4.074309316501904,4.891508538881038
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0196.mat,DJI_Inspire1Pro_0196.mat,DJI,Inspire1Pro,0196,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[ 111.1066464 -100.8933536 -236.8933536 ... 1711.1066464 3207.1066464
 3047.1066464]",419500,9.644389724719828,6129.048539601318,0.007543157770265753,-inf,6129.056127581327,4024.878811387821,-0.12616498351834204,37565236.000789054,19727.1066464,39512.0,1.2679511160349812,3.2186206547572915,4.08105365129275,4.901292081288252
E:\DataBase\MPACT_DroneRC_RF_Dataset\DJI_Inspire1Pro\DJI_Inspire1Pro_0197.mat,DJI_Inspire1Pro_0197.mat,DJI,Inspire1Pro,0197,[[6.58614641e-06]],[[5000000]],20000000000,[[0.00025]],[],"[-1.7683960e+00  5.0231604e+01 -4.5768396e+01 ...  1.8222316e+03
  4.4822316e+03  4.5062316e+03]",420900,12.917979410119521,6316.383076734598,0.00602212738487023,-inf,6316.396286352788,4153.980122914453,-0.1473123867427275,39896695.17205923,19922.231604,39988.0,1.266496150903892,3.1540503003340676,3.994592565130361,4.7959381158575365
